id,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,cost_of_the_product,prior_purchases,priority,gender,discount_offered,weight_in_gms,exceeded_deadline,faixa_peso,faixa_desconto
2406,F,Ship,4,2,149.0,3,medium,F,54.0,1506.0,True,1000-2000,51-60%
2407,D,Ship,3,5,115.0,3,medium,M,60.0,1122.0,True,1000-2000,51-60%
2408,F,Ship,3,2,243.0,2,medium,M,26.0,2719.0,True,2001-3000,21-30%
2409,A,Ship,2,4,136.0,6,medium,M,58.0,1479.0,True,1000-2000,51-60%
2410,B,Ship,3,2,180.0,2,low,F,6.0,1811.0,True,1000-2000,6-10%
2411,C,Ship,4,1,274.0,4,medium,M,57.0,3332.0,True,3001-4000,51-60%
2412,F,Ship,6,5,233.0,6,medium,M,48.0,3341.0,True,3001-4000,41-50%
2413,D,Ship,3,2,254.0,2,medium,F,2.0,3239.0,True,3001-4000,0-5%
2414,F,Ship,4,5,153.0,3,high,F,3.0,1347.0,True,1000-2000,0-5%
2415,A,Ship,6,3,175.0,5,medium,F,64.0,1860.0,True,1000-2000,60%+
2416,B,Ship,5,2,207.0,2,low,F,35.0,2184.0,True,2001-3000,31-40%
2417,C,Ship,3,1,153.0,2,low,F,6.0,1314.0,True,1000-2000,6-10%
2418,F,Ship,3,4,228.0,2,medium,M,65.0,3943.0,True,3001-4000,60%+
2419,D,Ship,5,2,96.0,2,low,F,50.0,1186.0,True,1000-2000,41-50%
2420,F,Ship,4,4,241.0,3,high,M,39.0,3798.0,True,3001-4000,31-40%
2421,A,Ship,5,2,249.0,5,high,F,28.0,2846.0,True,2001-3000,21-30%
2422,B,Ship,3,3,188.0,5,low,M,25.0,3992.0,True,3001-4000,21-30%
2423,C,Ship,3,2,154.0,2,high,F,4.0,1009.0,True,1000-2000,0-5%
2424,F,Ship,4,4,226.0,2,high,M,53.0,3154.0,True,3001-4000,51-60%
2425,D,Ship,5,3,250.0,2,low,F,14.0,2064.0,True,2001-3000,11-20%
2426,F,Ship,3,1,150.0,2,medium,F,46.0,1431.0,True,1000-2000,41-50%
2427,A,Ship,3,5,267.0,2,low,F,16.0,2913.0,True,2001-3000,11-20%
2428,B,Ship,4,3,223.0,3,low,M,35.0,2715.0,True,2001-3000,31-40%
2429,C,Ship,4,5,192.0,3,medium,F,41.0,3873.0,True,3001-4000,41-50%
2430,F,Ship,3,2,143.0,3,low,F,58.0,1785.0,True,1000-2000,51-60%
2431,D,Ship,3,5,113.0,2,low,F,19.0,1660.0,True,1000-2000,11-20%
2432,F,Ship,4,1,135.0,3,medium,M,39.0,1549.0,True,1000-2000,31-40%
2433,A,Ship,4,4,189.0,4,high,F,56.0,2646.0,True,2001-3000,51-60%
2434,B,Ship,3,2,245.0,3,medium,M,13.0,3775.0,True,3001-4000,11-20%
2435,C,Ship,3,5,181.0,2,low,M,29.0,2217.0,True,2001-3000,21-30%
2436,F,Ship,3,2,207.0,2,medium,F,37.0,2460.0,True,2001-3000,31-40%
2437,D,Ship,3,1,169.0,2,medium,F,19.0,1183.0,True,1000-2000,11-20%
2438,F,Ship,4,5,206.0,3,low,F,65.0,2598.0,True,2001-3000,60%+
2439,A,Ship,2,5,117.0,3,low,M,44.0,1192.0,True,1000-2000,41-50%
2440,B,Road,2,1,115.0,3,high,M,42.0,1247.0,True,1000-2000,41-50%
2441,C,Road,3,3,149.0,3,low,F,63.0,1196.0,True,1000-2000,60%+
2442,F,Road,4,5,133.0,3,medium,M,3.0,1403.0,True,1000-2000,0-5%
2443,D,Road,4,3,271.0,2,medium,M,22.0,2595.0,True,2001-3000,21-30%
2444,F,Road,2,5,116.0,3,low,F,3.0,1688.0,True,1000-2000,0-5%
2445,A,Road,3,5,139.0,2,medium,M,64.0,1857.0,True,1000-2000,60%+
2446,B,Road,4,3,216.0,3,medium,M,35.0,2567.0,True,2001-3000,31-40%
2447,C,Road,3,5,165.0,2,high,F,37.0,1234.0,True,1000-2000,31-40%
2448,F,Road,6,5,286.0,4,low,F,31.0,3774.0,True,3001-4000,31-40%
2449,D,Road,5,3,136.0,3,medium,F,13.0,1446.0,True,1000-2000,11-20%
2450,F,Road,4,5,225.0,4,low,M,48.0,2767.0,True,2001-3000,41-50%
2451,A,Road,4,2,163.0,3,low,F,27.0,1639.0,True,1000-2000,21-30%
2452,B,Road,4,3,272.0,4,low,M,61.0,2857.0,True,2001-3000,60%+
2453,C,Road,4,3,135.0,2,high,M,24.0,1292.0,True,1000-2000,21-30%
2454,F,Road,4,5,184.0,3,low,F,64.0,3812.0,True,3001-4000,60%+
2455,D,Road,4,5,219.0,2,medium,F,28.0,2164.0,True,2001-3000,21-30%
2456,F,Road,3,3,249.0,2,medium,M,53.0,2323.0,True,2001-3000,51-60%
2457,A,Road,2,3,142.0,3,low,F,46.0,1694.0,True,1000-2000,41-50%
2458,B,Road,5,2,137.0,3,medium,M,47.0,1023.0,True,1000-2000,41-50%
2459,C,Road,2,5,168.0,3,low,M,37.0,1717.0,True,1000-2000,31-40%
2460,F,Road,5,5,165.0,3,medium,F,32.0,1798.0,True,1000-2000,31-40%
2461,D,Road,3,3,199.0,2,low,M,4.0,3553.0,True,3001-4000,0-5%
2462,F,Flight,3,3,246.0,3,low,M,27.0,3648.0,True,3001-4000,21-30%
2463,A,Flight,5,2,224.0,4,medium,M,43.0,2336.0,True,2001-3000,41-50%
2464,B,Flight,5,5,216.0,6,low,M,54.0,2075.0,True,2001-3000,51-60%
2465,C,Flight,5,3,167.0,2,low,M,3.0,1140.0,True,1000-2000,0-5%
2466,F,Flight,4,2,182.0,3,medium,M,14.0,3413.0,True,3001-4000,11-20%
2467,D,Flight,6,1,126.0,3,medium,F,37.0,1697.0,True,1000-2000,31-40%
2468,F,Flight,5,1,170.0,3,medium,F,48.0,1299.0,True,1000-2000,41-50%
2469,A,Flight,4,2,148.0,3,medium,M,2.0,1805.0,True,1000-2000,0-5%
2470,B,Flight,4,2,141.0,3,medium,M,61.0,1875.0,True,1000-2000,60%+
2471,C,Flight,5,5,169.0,2,medium,F,14.0,1497.0,True,1000-2000,11-20%
2472,F,Flight,5,2,143.0,3,medium,M,12.0,1802.0,True,1000-2000,11-20%
2473,D,Flight,4,5,156.0,3,low,F,60.0,1553.0,True,1000-2000,51-60%
2474,F,Flight,5,1,241.0,4,medium,F,19.0,2193.0,True,2001-3000,11-20%
2475,A,Flight,3,4,212.0,3,medium,F,13.0,2307.0,True,2001-3000,11-20%
2476,B,Flight,5,3,265.0,3,medium,M,30.0,2293.0,True,2001-3000,21-30%
2477,C,Flight,3,4,243.0,3,low,F,60.0,2980.0,True,2001-3000,51-60%
2478,F,Flight,5,2,209.0,4,medium,M,15.0,3330.0,True,3001-4000,11-20%
2479,D,Flight,4,5,229.0,3,medium,M,21.0,2688.0,True,2001-3000,21-30%
2480,F,Flight,3,1,257.0,2,low,F,45.0,3496.0,True,3001-4000,41-50%
2481,A,Flight,5,5,209.0,3,low,M,49.0,3893.0,True,3001-4000,41-50%
2482,B,Flight,3,3,142.0,3,medium,M,23.0,1897.0,True,1000-2000,21-30%
2483,C,Flight,3,5,208.0,4,medium,M,12.0,3181.0,True,3001-4000,11-20%
2484,F,Ship,6,3,167.0,6,low,F,15.0,1278.0,True,1000-2000,11-20%
2485,D,Ship,3,5,266.0,3,medium,M,16.0,2334.0,True,2001-3000,11-20%
2486,F,Ship,5,3,210.0,2,medium,M,44.0,3382.0,True,3001-4000,41-50%
2487,A,Ship,2,2,147.0,2,medium,F,49.0,1447.0,True,1000-2000,41-50%
2488,B,Ship,5,2,132.0,2,medium,M,8.0,1665.0,True,1000-2000,6-10%
2489,C,Ship,3,4,269.0,3,medium,F,21.0,3716.0,True,3001-4000,21-30%
2490,F,Ship,5,3,148.0,3,medium,F,48.0,1099.0,True,1000-2000,41-50%
2491,D,Ship,4,5,268.0,2,high,M,32.0,3675.0,True,3001-4000,31-40%
2492,F,Ship,3,5,156.0,2,low,F,43.0,1301.0,True,1000-2000,41-50%
2493,A,Ship,5,1,222.0,4,low,M,63.0,3506.0,True,3001-4000,60%+
2494,B,Ship,4,5,151.0,3,high,F,31.0,1365.0,True,1000-2000,31-40%
2495,C,Ship,3,3,236.0,3,low,F,28.0,3652.0,True,3001-4000,21-30%
2496,F,Ship,3,5,229.0,3,medium,F,12.0,3049.0,True,3001-4000,11-20%
2497,D,Ship,4,3,261.0,3,low,M,42.0,2664.0,True,2001-3000,41-50%
2498,F,Ship,2,1,229.0,4,low,M,6.0,3757.0,True,3001-4000,6-10%
2499,A,Ship,4,5,205.0,3,low,F,60.0,2317.0,True,2001-3000,51-60%
2500,B,Ship,3,4,240.0,2,low,M,8.0,3883.0,True,3001-4000,6-10%
2501,C,Ship,4,3,209.0,6,low,F,59.0,2622.0,True,2001-3000,51-60%
2502,F,Ship,2,1,252.0,2,low,M,35.0,2526.0,True,2001-3000,31-40%
2503,D,Ship,3,4,140.0,2,medium,M,48.0,1102.0,True,1000-2000,41-50%
2504,F,Ship,5,4,156.0,2,low,F,57.0,1842.0,True,1000-2000,51-60%
2505,A,Ship,2,2,190.0,8,medium,M,33.0,3448.0,True,3001-4000,31-40%
2506,B,Ship,3,4,138.0,6,medium,M,5.0,1853.0,True,1000-2000,0-5%
2507,C,Ship,5,4,243.0,3,low,F,35.0,2899.0,True,2001-3000,31-40%
2508,F,Ship,3,1,183.0,2,low,M,58.0,3027.0,True,3001-4000,51-60%
2509,D,Ship,3,5,190.0,10,medium,M,26.0,3244.0,True,3001-4000,21-30%
2510,F,Ship,5,1,235.0,2,low,M,27.0,2451.0,True,2001-3000,21-30%
2511,A,Ship,3,2,143.0,6,medium,M,63.0,1953.0,True,1000-2000,60%+
2512,B,Ship,3,1,176.0,2,medium,F,45.0,1470.0,True,1000-2000,41-50%
2513,C,Ship,3,5,178.0,3,low,F,39.0,1498.0,True,1000-2000,31-40%
2514,F,Ship,3,2,270.0,2,medium,F,59.0,3706.0,True,3001-4000,51-60%
2515,D,Ship,4,4,141.0,2,low,M,7.0,1479.0,True,1000-2000,6-10%
2516,F,Ship,4,3,220.0,3,medium,M,8.0,3342.0,True,3001-4000,6-10%
2517,A,Ship,5,5,264.0,3,medium,F,56.0,3482.0,True,3001-4000,51-60%
2518,B,Ship,3,5,150.0,2,low,F,48.0,1256.0,True,1000-2000,41-50%
2519,C,Ship,3,4,175.0,3,medium,M,4.0,1519.0,True,1000-2000,0-5%
2520,F,Ship,2,4,223.0,3,medium,F,19.0,3356.0,True,3001-4000,11-20%
2521,D,Ship,4,4,162.0,10,high,M,12.0,1583.0,True,1000-2000,11-20%
2522,F,Ship,6,4,221.0,10,medium,M,42.0,2972.0,True,2001-3000,41-50%
2523,A,Ship,5,1,216.0,3,low,M,40.0,2668.0,True,2001-3000,31-40%
2524,B,Ship,5,5,133.0,10,medium,M,9.0,1724.0,True,1000-2000,6-10%
2525,C,Ship,4,2,191.0,3,high,M,3.0,2353.0,True,2001-3000,0-5%
2526,F,Ship,4,5,156.0,3,low,M,39.0,1483.0,True,1000-2000,31-40%
2527,D,Ship,4,1,252.0,3,medium,F,30.0,2669.0,True,2001-3000,21-30%
2528,F,Ship,3,5,198.0,3,low,M,2.0,3417.0,True,3001-4000,0-5%
2529,A,Ship,2,3,139.0,8,medium,M,21.0,1033.0,True,1000-2000,21-30%
2530,B,Ship,2,1,255.0,3,low,M,19.0,1551.0,True,1000-2000,11-20%
2531,C,Ship,4,1,141.0,2,low,F,23.0,1689.0,True,1000-2000,21-30%
2532,F,Ship,4,1,151.0,3,high,F,39.0,1458.0,True,1000-2000,31-40%
2533,D,Ship,3,5,236.0,3,low,F,54.0,3976.0,True,3001-4000,51-60%
2534,F,Ship,3,4,229.0,3,medium,F,46.0,3223.0,True,3001-4000,41-50%
2535,A,Ship,4,3,261.0,3,low,F,6.0,2787.0,True,2001-3000,6-10%
2536,B,Ship,2,1,229.0,4,low,F,11.0,3614.0,True,3001-4000,11-20%
2537,C,Ship,4,4,205.0,3,low,F,58.0,2522.0,True,2001-3000,51-60%
2538,F,Ship,3,4,240.0,2,low,F,33.0,3489.0,True,3001-4000,31-40%
2539,D,Ship,4,4,209.0,6,low,M,62.0,3532.0,True,3001-4000,60%+
2540,F,Ship,2,5,252.0,2,low,F,21.0,2070.0,True,2001-3000,21-30%
2541,A,Ship,3,3,140.0,2,medium,F,30.0,1547.0,True,1000-2000,21-30%
2542,B,Ship,5,3,156.0,2,low,M,1.0,1147.0,True,1000-2000,0-5%
2543,C,Ship,2,5,190.0,8,medium,M,11.0,2976.0,True,2001-3000,11-20%
2544,F,Ship,3,3,138.0,6,medium,M,49.0,1078.0,True,1000-2000,41-50%
2545,D,Ship,5,4,243.0,3,low,F,43.0,2866.0,True,2001-3000,41-50%
2546,F,Ship,3,5,183.0,2,low,F,10.0,2621.0,True,2001-3000,6-10%
2547,A,Ship,3,5,190.0,10,medium,M,32.0,2931.0,True,2001-3000,31-40%
2548,B,Ship,5,2,235.0,2,low,F,61.0,3451.0,True,3001-4000,60%+
2549,C,Ship,3,1,143.0,6,medium,M,2.0,1323.0,True,1000-2000,0-5%
2550,F,Ship,3,3,176.0,2,medium,M,34.0,1856.0,True,1000-2000,31-40%
2551,D,Ship,3,1,178.0,3,low,F,11.0,1481.0,True,1000-2000,11-20%
2552,F,Ship,3,5,270.0,2,medium,F,46.0,2716.0,True,2001-3000,41-50%
2553,A,Ship,4,1,141.0,2,low,M,10.0,1340.0,True,1000-2000,6-10%
2554,B,Ship,4,5,220.0,3,medium,F,63.0,3109.0,True,3001-4000,60%+
2555,C,Ship,5,5,264.0,3,medium,F,23.0,2837.0,True,2001-3000,21-30%
2556,F,Ship,3,5,150.0,2,low,M,29.0,1934.0,True,1000-2000,21-30%
2557,D,Ship,3,3,175.0,3,medium,F,32.0,1848.0,True,1000-2000,31-40%
2558,F,Ship,2,5,223.0,3,medium,M,35.0,3437.0,True,3001-4000,31-40%
2559,A,Ship,4,3,162.0,10,high,M,25.0,1764.0,True,1000-2000,21-30%
2560,B,Ship,6,3,221.0,10,medium,F,13.0,2219.0,True,2001-3000,11-20%
2561,C,Ship,5,5,216.0,3,low,F,5.0,3137.0,True,3001-4000,0-5%
2562,F,Ship,5,2,133.0,10,medium,M,53.0,1674.0,True,1000-2000,51-60%
2563,D,Ship,4,3,191.0,3,high,F,45.0,3714.0,True,3001-4000,41-50%
2564,F,Ship,4,5,156.0,3,low,F,33.0,1836.0,True,1000-2000,31-40%
2565,A,Ship,4,2,252.0,3,medium,F,43.0,3273.0,True,3001-4000,41-50%
2566,B,Ship,3,2,198.0,3,low,M,15.0,3250.0,True,3001-4000,11-20%
2567,C,Ship,2,4,139.0,8,medium,F,62.0,1180.0,True,1000-2000,60%+
2568,F,Ship,2,4,255.0,3,low,F,55.0,1663.0,True,1000-2000,51-60%
2569,D,Ship,4,2,141.0,2,low,F,8.0,1495.0,True,1000-2000,6-10%
2570,F,Ship,5,2,263.0,2,medium,F,63.0,1254.0,True,1000-2000,60%+
2571,A,Ship,3,3,179.0,3,medium,F,41.0,1892.0,True,1000-2000,41-50%
2572,B,Ship,4,5,212.0,4,low,M,21.0,1014.0,True,1000-2000,21-30%
2573,C,Ship,2,1,282.0,5,low,F,51.0,1362.0,True,1000-2000,51-60%
2574,F,Ship,3,5,165.0,3,medium,M,33.0,1500.0,True,1000-2000,31-40%
2575,D,Ship,4,1,189.0,2,medium,F,63.0,3474.0,True,3001-4000,60%+
2576,F,Ship,5,5,157.0,4,medium,M,60.0,1407.0,True,1000-2000,51-60%
2577,A,Road,3,4,167.0,3,low,M,14.0,1420.0,True,1000-2000,11-20%
2578,B,Road,3,1,175.0,2,low,M,42.0,1668.0,True,1000-2000,41-50%
2579,C,Road,3,4,150.0,2,medium,M,64.0,1777.0,True,1000-2000,60%+
2580,F,Road,4,2,128.0,5,low,F,28.0,1247.0,True,1000-2000,21-30%
2581,D,Road,5,2,236.0,2,low,M,24.0,3679.0,True,3001-4000,21-30%
2582,F,Road,4,3,162.0,2,medium,F,58.0,1708.0,True,1000-2000,51-60%
2583,A,Road,5,4,230.0,2,medium,F,48.0,3743.0,True,3001-4000,41-50%
2584,B,Road,5,3,225.0,4,low,F,60.0,2130.0,True,2001-3000,51-60%
2585,C,Road,2,2,285.0,2,medium,F,16.0,2223.0,True,2001-3000,11-20%
2586,F,Road,4,5,246.0,2,medium,M,31.0,2415.0,True,2001-3000,31-40%
2587,D,Road,4,4,196.0,2,low,F,6.0,2718.0,True,2001-3000,6-10%
2588,F,Road,5,4,211.0,6,low,M,33.0,3955.0,True,3001-4000,31-40%
2589,A,Road,3,1,197.0,2,low,M,4.0,3621.0,True,3001-4000,0-5%
2590,B,Road,5,3,203.0,2,low,F,37.0,3531.0,True,3001-4000,31-40%
2591,C,Road,4,2,161.0,3,medium,F,10.0,1928.0,True,1000-2000,6-10%
2592,F,Road,5,5,266.0,4,medium,M,62.0,2201.0,True,2001-3000,60%+
2593,D,Road,4,1,190.0,3,low,F,32.0,2774.0,True,2001-3000,31-40%
2594,F,Road,3,2,140.0,3,low,F,42.0,1465.0,True,1000-2000,41-50%
2595,A,Road,4,1,274.0,4,medium,M,61.0,3402.0,True,3001-4000,60%+
2596,B,Road,4,2,168.0,3,low,M,59.0,1717.0,True,1000-2000,51-60%
2597,C,Road,3,5,189.0,3,low,F,61.0,2203.0,True,2001-3000,60%+
2598,F,Road,3,2,231.0,3,low,F,56.0,2714.0,True,2001-3000,51-60%
2599,D,Flight,5,1,189.0,3,medium,F,14.0,3318.0,True,3001-4000,11-20%
2600,F,Flight,4,1,220.0,2,medium,M,38.0,2368.0,True,2001-3000,31-40%
2601,A,Flight,5,4,190.0,2,medium,F,23.0,3960.0,True,3001-4000,21-30%
2602,B,Flight,4,2,238.0,3,low,M,30.0,3423.0,True,3001-4000,21-30%
2603,C,Flight,4,4,220.0,2,medium,F,33.0,2897.0,True,2001-3000,31-40%
2604,F,Flight,4,5,194.0,2,high,M,44.0,2651.0,True,2001-3000,41-50%
2605,D,Flight,3,3,203.0,3,medium,M,29.0,3261.0,True,3001-4000,21-30%
2606,F,Flight,3,5,258.0,3,low,M,21.0,3446.0,True,3001-4000,21-30%
2607,A,Flight,3,5,151.0,3,low,M,3.0,1273.0,True,1000-2000,0-5%
2608,B,Flight,3,2,218.0,3,medium,F,52.0,2149.0,True,2001-3000,51-60%
2609,C,Flight,5,1,265.0,3,medium,M,6.0,2452.0,True,2001-3000,6-10%
2610,F,Flight,4,1,157.0,3,medium,M,31.0,1712.0,True,1000-2000,31-40%
2611,D,Flight,4,2,214.0,3,medium,F,20.0,2009.0,True,2001-3000,11-20%
2612,F,Flight,4,4,221.0,4,medium,M,14.0,2932.0,True,2001-3000,11-20%
2613,A,Flight,3,2,149.0,2,medium,M,37.0,1699.0,True,1000-2000,31-40%
2614,B,Flight,4,2,273.0,5,medium,F,6.0,2126.0,True,2001-3000,6-10%
2615,C,Flight,5,1,253.0,5,low,M,31.0,3836.0,True,3001-4000,31-40%
2616,F,Flight,3,5,102.0,6,medium,M,3.0,1341.0,True,1000-2000,0-5%
2617,D,Flight,4,1,258.0,2,low,F,56.0,3186.0,True,3001-4000,51-60%
2618,F,Flight,4,2,273.0,2,low,F,9.0,3383.0,True,3001-4000,6-10%
2619,A,Flight,4,2,187.0,2,low,M,54.0,2191.0,True,2001-3000,51-60%
2620,B,Flight,5,1,151.0,2,medium,F,30.0,1377.0,True,1000-2000,21-30%
2621,C,Ship,2,4,120.0,2,medium,M,13.0,1240.0,True,1000-2000,11-20%
2622,F,Ship,3,1,254.0,2,low,M,56.0,3463.0,True,3001-4000,51-60%
2623,D,Ship,5,3,149.0,3,medium,F,43.0,1005.0,True,1000-2000,41-50%
2624,F,Ship,4,1,152.0,3,high,M,26.0,1464.0,True,1000-2000,21-30%
2625,A,Ship,5,4,187.0,3,low,F,53.0,3172.0,True,3001-4000,51-60%
2626,B,Ship,4,4,170.0,2,low,M,34.0,1512.0,True,1000-2000,31-40%
2627,C,Ship,3,3,156.0,3,high,F,20.0,1305.0,True,1000-2000,11-20%
2628,F,Ship,4,5,228.0,2,low,M,63.0,3401.0,True,3001-4000,60%+
2629,D,Ship,3,1,272.0,2,low,M,51.0,2719.0,True,2001-3000,51-60%
2630,F,Ship,3,1,140.0,2,low,F,6.0,1435.0,True,1000-2000,6-10%
2631,A,Ship,3,5,185.0,2,medium,M,27.0,3624.0,True,3001-4000,21-30%
2632,B,Ship,5,3,167.0,3,low,F,5.0,1772.0,True,1000-2000,0-5%
2633,C,Ship,4,5,244.0,3,low,F,49.0,3914.0,True,3001-4000,41-50%
2634,F,Ship,3,4,229.0,6,medium,F,33.0,2815.0,True,2001-3000,31-40%
2635,D,Ship,4,1,273.0,3,medium,F,25.0,3717.0,True,3001-4000,21-30%
2636,F,Ship,4,3,204.0,3,low,M,30.0,3774.0,True,3001-4000,21-30%
2637,A,Ship,4,3,154.0,3,medium,M,10.0,1711.0,True,1000-2000,6-10%
2638,B,Ship,3,1,254.0,4,low,F,33.0,2542.0,True,2001-3000,31-40%
2639,C,Ship,3,2,151.0,3,low,M,40.0,1173.0,True,1000-2000,31-40%
2640,F,Ship,3,5,242.0,5,medium,F,61.0,3688.0,True,3001-4000,60%+
2641,D,Ship,4,5,137.0,2,medium,F,14.0,1796.0,True,1000-2000,11-20%
2642,F,Ship,4,4,163.0,2,low,F,41.0,1634.0,True,1000-2000,41-50%
2643,A,Ship,3,3,143.0,3,medium,F,16.0,1343.0,True,1000-2000,11-20%
2644,B,Ship,4,4,196.0,3,low,F,11.0,3244.0,True,3001-4000,11-20%
2645,C,Ship,4,3,264.0,2,low,F,38.0,3877.0,True,3001-4000,31-40%
2646,F,Ship,4,1,217.0,3,medium,M,2.0,2692.0,True,2001-3000,0-5%
2647,D,Ship,3,3,124.0,3,medium,M,59.0,1959.0,True,1000-2000,51-60%
2648,F,Ship,3,1,269.0,3,low,M,61.0,3542.0,True,3001-4000,60%+
2649,A,Ship,3,1,135.0,4,medium,M,47.0,1840.0,True,1000-2000,41-50%
2650,B,Ship,2,1,192.0,3,high,M,46.0,3206.0,True,3001-4000,41-50%
2651,C,Ship,4,1,274.0,4,medium,F,42.0,2430.0,True,2001-3000,41-50%
2652,F,Ship,3,2,162.0,4,low,M,25.0,1316.0,True,1000-2000,21-30%
2653,D,Ship,3,3,158.0,3,low,F,20.0,1431.0,True,1000-2000,11-20%
2654,F,Ship,5,3,225.0,3,medium,M,59.0,2270.0,True,2001-3000,51-60%
2655,A,Ship,2,5,150.0,3,low,F,16.0,1738.0,True,1000-2000,11-20%
2656,B,Ship,6,3,154.0,5,medium,F,57.0,1117.0,True,1000-2000,51-60%
2657,C,Ship,3,1,181.0,3,medium,M,34.0,3306.0,True,3001-4000,31-40%
2658,F,Ship,3,4,272.0,3,low,M,44.0,2548.0,True,2001-3000,41-50%
2659,D,Ship,3,3,160.0,4,medium,M,58.0,1496.0,True,1000-2000,51-60%
2660,F,Ship,5,5,145.0,3,medium,F,37.0,1993.0,True,1000-2000,31-40%
2661,A,Ship,4,4,143.0,5,high,F,5.0,1027.0,True,1000-2000,0-5%
2662,B,Ship,4,1,201.0,4,medium,M,59.0,2925.0,True,2001-3000,51-60%
2663,C,Ship,4,3,242.0,4,low,M,62.0,3997.0,True,3001-4000,60%+
2664,F,Ship,4,4,151.0,2,low,F,38.0,1001.0,True,1000-2000,31-40%
2665,D,Ship,4,4,199.0,2,medium,M,25.0,3705.0,True,3001-4000,21-30%
2666,F,Ship,4,1,178.0,3,medium,M,9.0,1006.0,True,1000-2000,6-10%
2667,A,Ship,3,2,138.0,3,low,M,49.0,1923.0,True,1000-2000,41-50%
2668,B,Ship,5,3,162.0,4,medium,M,38.0,1407.0,True,1000-2000,31-40%
2669,C,Ship,4,3,154.0,3,low,M,33.0,1101.0,True,1000-2000,31-40%
2670,F,Ship,3,1,206.0,2,medium,F,56.0,2069.0,True,2001-3000,51-60%
2671,D,Ship,5,2,246.0,2,low,F,4.0,3617.0,True,3001-4000,0-5%
2672,F,Ship,4,3,233.0,2,medium,F,47.0,3606.0,True,3001-4000,41-50%
2673,A,Ship,4,1,251.0,4,medium,F,33.0,2906.0,True,2001-3000,31-40%
2674,B,Ship,3,1,165.0,3,medium,M,61.0,1313.0,True,1000-2000,60%+
2675,C,Ship,4,3,183.0,2,low,F,32.0,3709.0,True,3001-4000,31-40%
2676,F,Ship,3,2,109.0,3,low,F,30.0,1597.0,True,1000-2000,21-30%
2677,D,Ship,5,3,209.0,4,medium,F,7.0,2675.0,True,2001-3000,6-10%
2678,F,Ship,5,2,168.0,3,low,F,50.0,1486.0,True,1000-2000,41-50%
2679,A,Ship,5,3,210.0,2,low,M,19.0,3920.0,True,3001-4000,11-20%
2680,B,Ship,3,1,185.0,2,low,F,41.0,3787.0,True,3001-4000,41-50%
2681,C,Ship,5,2,243.0,2,medium,M,58.0,2758.0,True,2001-3000,51-60%
2682,F,Ship,3,4,258.0,3,low,F,55.0,2777.0,True,2001-3000,51-60%
2683,D,Ship,4,4,279.0,5,medium,F,56.0,2697.0,True,2001-3000,51-60%
2684,F,Ship,3,1,160.0,3,low,M,57.0,1833.0,True,1000-2000,51-60%
2685,A,Ship,3,1,185.0,4,low,F,35.0,3648.0,True,3001-4000,31-40%
2686,B,Ship,4,3,271.0,4,low,F,24.0,3499.0,True,3001-4000,21-30%
2687,C,Ship,4,2,273.0,2,low,F,31.0,2229.0,True,2001-3000,31-40%
2688,F,Ship,3,4,208.0,3,medium,F,23.0,2100.0,True,2001-3000,21-30%
2689,D,Ship,2,2,137.0,3,low,F,20.0,1823.0,True,1000-2000,11-20%
2690,F,Ship,4,1,198.0,3,medium,F,56.0,3135.0,True,3001-4000,51-60%
2691,A,Ship,5,1,236.0,4,high,F,64.0,3231.0,True,3001-4000,60%+
2692,B,Ship,5,5,133.0,2,low,F,18.0,1134.0,True,1000-2000,11-20%
2693,C,Ship,4,2,191.0,3,medium,F,12.0,3676.0,True,3001-4000,11-20%
2694,F,Ship,3,1,202.0,3,low,F,51.0,3551.0,True,3001-4000,51-60%
2695,D,Ship,5,1,162.0,5,low,F,47.0,1727.0,True,1000-2000,41-50%
2696,F,Ship,5,1,224.0,2,low,F,14.0,2959.0,True,2001-3000,11-20%
2697,A,Ship,4,2,191.0,2,high,M,65.0,3082.0,True,3001-4000,60%+
2698,B,Ship,3,5,272.0,2,medium,M,31.0,2438.0,True,2001-3000,31-40%
2699,C,Ship,4,3,269.0,3,low,F,7.0,2538.0,True,2001-3000,6-10%
2700,F,Ship,4,2,179.0,3,high,F,30.0,1076.0,True,1000-2000,21-30%
2701,D,Ship,3,5,225.0,2,low,F,56.0,2596.0,True,2001-3000,51-60%
2702,F,Ship,3,2,132.0,2,medium,M,6.0,1185.0,True,1000-2000,6-10%
2703,A,Ship,5,3,244.0,3,low,F,52.0,3118.0,True,3001-4000,51-60%
2704,B,Ship,3,4,185.0,2,low,F,62.0,2849.0,True,2001-3000,60%+
2705,C,Ship,3,3,257.0,3,low,M,64.0,3103.0,True,3001-4000,60%+
2706,F,Ship,3,3,253.0,5,low,F,63.0,3788.0,True,3001-4000,60%+
2707,D,Ship,4,3,174.0,3,low,F,5.0,1502.0,True,1000-2000,0-5%
2708,F,Ship,2,1,200.0,3,medium,M,34.0,2199.0,True,2001-3000,31-40%
2709,A,Ship,3,1,150.0,3,medium,F,8.0,1745.0,True,1000-2000,6-10%
2710,B,Ship,3,2,137.0,3,medium,F,9.0,1347.0,True,1000-2000,6-10%
2711,C,Ship,3,1,181.0,3,medium,M,29.0,2981.0,True,2001-3000,21-30%
2712,F,Ship,5,2,246.0,2,medium,M,13.0,2652.0,True,2001-3000,11-20%
